Web name,Position,Team,Cost,Selected,Form,Status,Minutes,Goals,Assist,Saves,GC,Season Goals,Season Assists,xA,xG,xGI,xGC,CS,OGs,Pens Missed,Pens Saved,Yellow cards,Red cards,Starts,Was home,Team H Score,Team A Score,Opponent Team,Influence,Creativity,Threat,ICT Index,Bps,Bonus,GW Points,Transfers In,Transfers Out,Next Fixture,GW
Walton,GKP,Ipswich Town,4.5,0.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
Palmer,GKP,Ipswich Town,4.0,4.8,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
Button,GKP,Ipswich Town,4.0,0.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
Kipré,DEF,Ipswich Town,4.0,0.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
O'Shea,DEF,Ipswich Town,4.0,3.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
Davis,DEF,Ipswich Town,4.0,5.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
Greaves,DEF,Ipswich Town,4.0,1.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
Johnson,DEF,Ipswich Town,4.0,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
Furlong,DEF,Ipswich Town,4.0,0.6,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
Núñez,MID,Ipswich Town,5.0,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
Matusiwa,MID,Ipswich Town,5.0,0.0,0.0,i,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
Burns,MID,Ipswich Town,5.0,0.0,0.0,u,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
Taylor,MID,Ipswich Town,4.5,0.0,0.0,i,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
Clarke,MID,Ipswich Town,5.5,0.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
Ogbene,MID,Ipswich Town,5.0,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
Fatawu,MID,Ipswich Town,5.5,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
Emersonn,FWD,Ipswich Town,5.5,0.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
Hirst,FWD,Ipswich Town,5.0,0.3,0.0,u,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
Philogene,MID,Ipswich Town,5.5,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
Szmodics,MID,Ipswich Town,5.0,0.0,0.0,u,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
Akpom,FWD,Ipswich Town,5.0,0.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
Walle Egeli,FWD,Ipswich Town,4.5,2.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
Al-Hamadi,FWD,Ipswich Town,5.0,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
McAteer,MID,Ipswich Town,4.5,1.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
Mehmeti,MID,Ipswich Town,5.0,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
Van Oevelen,GKP,Ipswich Town,4.5,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
Maeda,MID,Ipswich Town,5.5,0.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
Scherpen,GKP,Ipswich Town,4.5,0.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
Florentino,MID,Ipswich Town,5.0,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
Enciso,MID,Ipswich Town,5.5,0.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
Ouattara,DEF,Ipswich Town,4.0,1.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Sunderland,0.0,0.0,0.0,0.0,0,0,0,0,0,Sunderland (Away),1
Wilson,MID,Leeds,6.5,6.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest (Home),1
Perri,GKP,Leeds,4.5,0.6,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest (Home),1
Bijol,DEF,Leeds,5.0,0.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest (Home),1
Rodon,DEF,Leeds,4.5,3.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest (Home),1
Bogle,DEF,Leeds,4.5,0.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest (Home),1
Gudmundsson,DEF,Leeds,4.5,0.1,0.0,i,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest (Home),1
Justin,DEF,Leeds,4.5,0.6,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest (Home),1
Bornauw,DEF,Leeds,4.5,0.0,0.0,u,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest (Home),1
Muharemović,DEF,Leeds,5.0,3.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest (Home),1
Stach,MID,Leeds,6.0,0.9,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest (Home),1
Okafor,MID,Leeds,6.0,0.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest (Home),1
Aaronson,MID,Leeds,5.5,1.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest (Home),1
Ampadu,MID,Leeds,5.5,1.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest (Home),1
Longstaff,MID,Leeds,5.0,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest (Home),1
Gnonto,MID,Leeds,5.0,0.0,0.0,i,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest (Home),1
Harrison,MID,Leeds,5.0,0.0,0.0,u,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest (Home),1
James,MID,Leeds,5.0,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest (Home),1
Gruev,MID,Leeds,5.0,0.0,0.0,i,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest (Home),1
Tanaka,MID,Leeds,5.0,0.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest (Home),1
Calvert-Lewin,FWD,Leeds,6.0,31.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest (Home),1
Nmecha,FWD,Leeds,5.5,0.6,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest (Home),1
Piroe,FWD,Leeds,5.0,0.2,0.0,u,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest (Home),1
Mateo Joseph,FWD,Leeds,4.5,0.1,0.0,i,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest (Home),1
Trafford,GKP,Leeds,5.0,3.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest (Home),1
Elvedi,DEF,Leeds,4.5,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Nott'm Forest,0.0,0.0,0.0,0.0,0,0,0,0,0,Nott'm Forest (Home),1
A.Becker,GKP,Liverpool,5.5,3.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Mamardashvili,GKP,Liverpool,5.0,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Woodman,GKP,Liverpool,4.0,1.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Pecsi,GKP,Liverpool,4.0,0.0,0.0,u,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Jaros,GKP,Liverpool,4.0,0.0,0.0,i,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Davies,GKP,Liverpool,4.0,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Virgil,DEF,Liverpool,6.5,19.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Frimpong,DEF,Liverpool,5.5,3.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Kerkez,DEF,Liverpool,5.5,3.8,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Gomez,DEF,Liverpool,5.0,0.0,0.0,i,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Bradley,DEF,Liverpool,5.0,0.0,0.0,i,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Lucky,DEF,Liverpool,4.0,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Jacquet,DEF,Liverpool,5.0,2.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Leoni,DEF,Liverpool,4.0,0.0,0.0,i,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Tsimikas,DEF,Liverpool,5.0,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Ramsay,DEF,Liverpool,4.0,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Wirtz,MID,Liverpool,7.5,12.6,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Gakpo,MID,Liverpool,7.0,3.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Szoboszlai,MID,Liverpool,7.0,41.8,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Ngumoha,MID,Liverpool,6.0,1.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Chiesa,MID,Liverpool,5.5,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Gravenberch,MID,Liverpool,6.0,1.9,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Mac Allister,MID,Liverpool,5.5,1.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
C.Jones,MID,Liverpool,5.5,0.1,0.0,d,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Endo,MID,Liverpool,5.0,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Nyoni,MID,Liverpool,5.0,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Bajcetic,MID,Liverpool,5.0,0.0,0.0,i,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Munoz,MID,Liverpool,6.5,0.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
McConnell,MID,Liverpool,4.5,0.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Isak,FWD,Liverpool,9.0,16.8,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Ekitiké,FWD,Liverpool,7.5,0.2,0.0,i,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Koumas,MID,Liverpool,5.0,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Danns,FWD,Liverpool,4.5,0.0,0.0,i,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Elliott,MID,Liverpool,5.5,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Araujo,DEF,Liverpool,5.5,2.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,False,,,Newcastle,0.0,0.0,0.0,0.0,0,0,0,0,0,Newcastle (Home),1
Grealish,MID,Man City,6.5,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,Bournemouth (Away),1
Donnarumma,GKP,Man City,5.5,8.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,Bournemouth (Away),1
Bettinelli,GKP,Man City,4.5,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,Bournemouth (Away),1
O'Reilly,DEF,Man City,6.5,21.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,Bournemouth (Away),1
Guéhi,DEF,Man City,6.0,17.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,Bournemouth (Away),1
Matheus N.,DEF,Man City,6.0,1.5,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,Bournemouth (Away),1
Rúben,DEF,Man City,5.5,1.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,Bournemouth (Away),1
Gvardiol,DEF,Man City,5.5,11.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,Bournemouth (Away),1
Aït-Nouri,DEF,Man City,5.5,0.9,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,Bournemouth (Away),1
Khusanov,DEF,Man City,5.5,1.7,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,Bournemouth (Away),1
Alleyne,DEF,Man City,5.0,0.0,0.0,u,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,Bournemouth (Away),1
Lewis,DEF,Man City,4.5,0.2,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,Bournemouth (Away),1
Vitor Reis,DEF,Man City,4.5,0.0,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,Bournemouth (Away),1
Semenyo,MID,Man City,8.5,26.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,Bournemouth (Away),1
Foden,MID,Man City,7.0,4.4,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,Bournemouth (Away),1
Cherki,MID,Man City,7.5,7.8,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,Bournemouth (Away),1
Doku,MID,Man City,7.5,2.0,0.0,i,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,Bournemouth (Away),1
Marmoush,FWD,Man City,7.0,0.9,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,Bournemouth (Away),1
Rodrigo,MID,Man City,6.5,0.0,0.0,u,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,Bournemouth (Away),1
Savinho,MID,Man City,6.5,0.3,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,Bournemouth (Away),1
Reijnders,MID,Man City,6.0,0.1,0.0,u,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,Bournemouth (Away),1
N.Gonzalez,MID,Man City,5.5,0.1,0.0,a,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,True,,,Bournemouth,0.0,0.0,0.0,0.0,0,0,0,0,0,Bournemouth (Away),1
